id,pid,ms_subclass,lot_frontage,lot_area,street,alley,lot_shape,land_contour,utilities,lot_config,land_slope,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,roof_matl,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,pool_qc,fence,misc_feature,misc_val,mo_sold,yr_sold,saleprice,overall_qual * gr_liv_area,exter_qual * gr_liv_area,gr_liv_area * kitchen_qual,bsmt_qual * gr_liv_area,overall_qual * 1st_flr_sf,overall_qual * kitchen_qual,overall_qual * exter_qual,overall_qual^2,overall_qual * total_bsmt_sf,overall_qual * garage_area,overall_qual * garage_cars,total_bsmt_sf * gr_liv_area,overall_qual * bsmt_qual,overall_qual * year_built,overall_qual * garage_yr_blt,overall_qual * totrms_abvgrd,gr_liv_area * garage_area,overall_qual * year_remod/add,gr_liv_area * garage_cars,garage_area * garage_cars,totrms_abvgrd * gr_liv_area,1st_flr_sf * total_bsmt_sf,garage_yr_blt * year_built,total_area,ms_zoning_C (all),ms_zoning_FV,ms_zoning_I (all),ms_zoning_RH,ms_zoning_RL,ms_zoning_RM,condition_1_Feedr,condition_1_Norm,condition_1_PosA,condition_1_PosN,condition_1_RRAe,condition_1_RRAn,condition_1_RRNe,condition_1_RRNn,condition_2_Feedr,condition_2_Norm,condition_2_PosA,condition_2_PosN,condition_2_RRAe,condition_2_RRAn,condition_2_RRNn,neighborhood_Blueste,neighborhood_BrDale,neighborhood_BrkSide,neighborhood_ClearCr,neighborhood_CollgCr,neighborhood_Crawfor,neighborhood_Edwards,neighborhood_Gilbert,neighborhood_Greens,neighborhood_GrnHill,neighborhood_IDOTRR,neighborhood_Landmrk,neighborhood_MeadowV,neighborhood_Mitchel,neighborhood_NAmes,neighborhood_NPkVill,neighborhood_NWAmes,neighborhood_NoRidge,neighborhood_NridgHt,neighborhood_OldTown,neighborhood_SWISU,neighborhood_Sawyer,neighborhood_SawyerW,neighborhood_Somerst,neighborhood_StoneBr,neighborhood_Timber,neighborhood_Veenker,exterior_1st_AsphShn,exterior_1st_BrkComm,exterior_1st_BrkFace,exterior_1st_CBlock,exterior_1st_CemntBd,exterior_1st_HdBoard,exterior_1st_ImStucc,exterior_1st_MetalSd,exterior_1st_Plywood,exterior_1st_Stone,exterior_1st_Stucco,exterior_1st_VinylSd,exterior_1st_Wd Sdng,exterior_1st_WdShing,exterior_2nd_AsphShn,exterior_2nd_Brk Cmn,exterior_2nd_BrkFace,exterior_2nd_CBlock,exterior_2nd_CmentBd,exterior_2nd_HdBoard,exterior_2nd_ImStucc,exterior_2nd_MetalSd,exterior_2nd_Plywood,exterior_2nd_Stone,exterior_2nd_Stucco,exterior_2nd_VinylSd,exterior_2nd_Wd Sdng,exterior_2nd_Wd Shng,sale_type_CWD,sale_type_Con,sale_type_ConLD,sale_type_ConLI,sale_type_ConLw,sale_type_New,sale_type_Oth,sale_type_WD 
1003,851,907194160,20,65.0,10739,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,1Fam,1Story,7,5,2002,2001,Gable,CompShg,3,68.0,4,3,PConc,4,3,1,6,1259.0,1,0.0,172.0,1431.0,GasA,5,1,4,1444,0,0,1444,1.0,0.0,2,0,3,1,4,6,Typ,0,0,5,2002.0,2,2.0,577.0,3,3,Y,144,40,0,0,0,0,0,0,0,0,4,2009,203000,10108,5776,5776,5776,10108,28,28,49,10017.0,4039.0,14.0,2066364.0,28,14014,14014.0,42,833188.0,14007,2888.0,1154.0,8664,2066364.0,4008004.0,4896.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1004,1833,533120030,60,68.0,9572,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,1Fam,2Story,8,5,1990,1990,Gable,CompShg,3,336.0,4,3,PConc,5,3,1,6,482.0,1,0.0,971.0,1453.0,GasA,5,1,4,1453,1357,0,2810,0.0,0.0,2,1,4,1,4,9,Typ,1,5,5,1990.0,2,2.0,750.0,4,4,Y,500,0,0,0,0,0,0,0,0,0,6,2007,302000,22480,11240,11240,14050,11624,32,32,64,11624.0,6000.0,16.0,4082930.0,40,15920,15920.0,72,2107500.0,15920,5620.0,1500.0,25290,2111209.0,3960100.0,7823.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1005,76,531451110,120,50.0,8012,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,TwnhsE,1Story,6,5,1980,1980,Gable,CompShg,0,0.0,3,3,CBlock,4,3,1,4,543.0,4,119.0,261.0,923.0,GasA,3,1,4,923,0,0,923,0.0,0.0,2,0,2,1,3,5,Typ,1,3,5,1980.0,2,1.0,264.0,3,3,Y,80,0,0,0,0,0,0,0,0,0,5,2010,143000,5538,2769,2769,3692,5538,18,18,36,5538.0,1584.0,6.0,851929.0,24,11880,11880.0,30,243672.0,11880,923.0,264.0,4615,851929.0,3920400.0,3033.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1006,2151,907270040,60,66.0,16226,Pave,0,IR3,Lvl,AllPub,Inside,Gtl,1Fam,2Story,8,5,1998,1999,Gable,CompShg,0,0.0,4,3,PConc,4,3,1,6,281.0,1,0.0,747.0,1028.0,GasA,5,1,4,1210,1242,0,2452,0.0,0.0,2,1,4,1,4,9,Typ,1,3,3,1998.0,3,2.0,683.0,3,3,Y,208,50,0,0,0,0,0,0,0,0,5,2007,267000,19616,9808,9808,9808,9680,32,32,64,8224.0,5464.0,16.0,2520656.0,32,15984,15984.0,72,1674716.0,15992,4904.0,1366.0,22068,1243880.0,3992004.0,6615.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1007,1880,534252070,90,68.0,10899,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,Duplex,1Story,4,5,1964,1964,Gable,CompShg,0,0.0,3,3,Slab,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,3,0,4,1224,0,0,1224,0.0,0.0,2,0,2,2,3,8,Typ,0,0,2,1964.0,1,3.0,530.0,3,3,Y,0,0,0,0,0,0,0,0,0,0,4,2007,103000,4896,3672,3672,0,4896,12,12,16,0.0,2120.0,12.0,0.0,0,7856,7856.0,32,648720.0,7856,3672.0,1590.0,9792,0.0,3857296.0,2978.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1008,2907,923203100,120,32.0,4500,Pave,0,Reg,Lvl,AllPub,FR2,Gtl,TwnhsE,1Story,6,5,1998,1998,Hip,CompShg,3,443.0,3,4,PConc,5,4,1,6,1201.0,1,0.0,36.0,1237.0,GasA,5,1,4,1337,0,0,1337,1.0,0.0,2,0,2,1,3,5,Typ,0,0,5,1998.0,3,2.0,405.0,3,3,Y,0,199,0,0,0,0,0,0,0,0,3,2006,153500,8022,4011,4011,6685,8022,18,18,36,7422.0,2430.0,12.0,1653869.0,30,11988,11988.0,30,541485.0,11988,2674.0,810.0,6685,1653869.0,3992004.0,4316.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1009,1831,532479120,85,68.0,16647,Pave,0,IR1,Lvl,AllPub,CulDSac,Gtl,1Fam,SFoyer,5,5,1975,1981,Gable,CompShg,0,0.0,3,3,CBlock,4,3,4,5,1390.0,1,0.0,0.0,1390.0,GasA,3,1,4,1701,0,0,1701,1.0,0.0,2,0,3,1,3,6,Min2,2,3,4,1975.0,3,2.0,611.0,3,3,Y,0,0,0,0,0,0,0,0,0,0,1,2007,171000,8505,5103,5103,6804,8505,15,15,25,6950.0,3055.0,10.0,2364390.0,20,9875,9875.0,30,1039311.0,9905,3402.0,1222.0,10206,2364390.0,3900625.0,5403.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1010,2836,908227030,50,62.0,8707,Pave,0,Reg,Lvl,AllPub,FR2,Gtl,1Fam,1.5Fin,4,5,1924,1950,Gable,CompShg,0,0.0,3,3,BrkTil,3,3,1,1,0.0,1,0.0,1093.0,1093.0,GasA,3,0,2,1093,576,0,1669,0.0,0.0,1,1,4,1,3,9,Min2,0,0,5,1924.0,1,1.0,288.0,2,3,Y,0,0,56,0,0,0,0,0,0,0,5,2006,107000,6676,5007,5007,5007,4372,12,12,16,4372.0,1152.0,4.0,1824217.0,12,7696,7696.0,36,480672.0,7800,1669.0,288.0,15021,1194649.0,3701776.0,4719.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1011,1955,535403030,20,66.0,8300,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,1Fam,1Story,6,6,1968,1968,Gable,CompShg,3,86.0,3,3,CBlock,3,3,2,3,952.0,1,0.0,0.0,952.0,GasA,4,1,4,952,0,0,952,1.0,0.0,1,0,3,1,3,5,Typ,0,0,5,1968.0,1,1.0,288.0,3,3,Y,0,0,0,0,0,0,0,0,0,0,8,2007,128500,5712,2856,2856,2856,5712,18,18,36,5712.0,1728.0,6.0,906304.0,18,11808,11808.0,30,274176.0,11808,952.0,288.0,4760,906304.0,3873024.0,3144.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1012,1926,535179120,20,72.0,9770,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,5,5,1957,1957,Gable,CompShg,0,0.0,3,3,CBlock,3,3,1,3,512.0,1,0.0,410.0,922.0,GasA,3,1,3,922,0,0,922,1.0,0.0,1,0,2,1,3,5,Typ,0,0,5,1957.0,1,1.0,308.0,3,3,Y,0,34,0,0,0,0,0,2,0,0,4,2007,116000,4610,2766,2766,2766,4610,15,15,25,4610.0,1540.0,5.0,850084.0,15,9785,9785.0,25,283976.0,9785,922.0,308.0,4610,850084.0,3829849.0,3074.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1013,2924,923250060,20,80.0,17400,Pave,0,Reg,Low,AllPub,Inside,Mod,1Fam,1Story,5,5,1977,1977,Gable,CompShg,0,0.0,3,3,CBlock,3,3,1,5,936.0,1,0.0,190.0,1126.0,GasA,2,1,4,1126,0,0,1126,1.0,0.0,2,0,3,1,3,5,Typ,1,4,5,1977.0,2,2.0,484.0,3,3,P,295,41,0,0,0,0,0,0,0,0,5,2006,160000,5630,3378,3378,3378,5630,15,15,25,5630.0,2420.0,10.0,1267876.0,15,9885,9885.0,25,544984.0,9885,2252.0,968.0,5630,1267876.0,3908529.0,3862.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1014,1003,527145090,120,39.0,5070,Pave,0,IR1,HLS,AllPub,Inside,Gtl,TwnhsE,1Story,8,5,1992,1992,Gable,CompShg,0,0.0,4,3,PConc,4,3,2,1,0.0,1,0.0,1280.0,1280.0,GasA,5,1,4,1280,0,0,1280,0.0,0.0,2,0,2,1,4,5,Typ,0,0,5,1992.0,2,2.0,506.0,3,3,Y,0,82,0,0,144,0,0,0,0,0,8,2008,180000,10240,5120,5120,5120,10240,32,32,64,10240.0,4048.0,16.0,1638400.0,32,15936,15936.0,40,647680.0,15936,2560.0,1012.0,6400,1638400.0,3968064.0,4346.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1015,1667,527404050,20,66.0,7920,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,5,5,1970,2002,Gable,CompShg,3,32.0,3,3,CBlock,3,3,1,5,81.0,6,619.0,214.0,914.0,GasA,5,1,4,914,0,0,914,0.0,0.0,1,0,3,1,5,5,Typ,0,0,5,1970.0,2,1.0,368.0,3,4,Y,120,0,0,0,0,0,0,0,0,0,10,2007,133000,4570,2742,4570,2742,4570,25,15,25,4570.0,1840.0,5.0,835396.0,15,9850,9850.0,25,336352.0,10010,914.0,368.0,4570,835396.0,3880900.0,3110.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1016,2905,923202025,90,78.0,7020,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,Duplex,SFoyer,7,5,1997,1997,Gable,CompShg,3,200.0,3,4,PConc,4,3,4,6,1243.0,1,0.0,45.0,1288.0,GasA,4,1,4,1368,0,0,1368,2.0,0.0,2,0,2,2,3,8,Typ,0,0,5,1997.0,3,4.0,784.0,3,3,Y,0,48,0,0,0,0,0,0,0,0,11,2006,215000,9576,4104,4104,5472,9576,21,21,49,9016.0,5488.0,28.0,1761984.0,28,13979,13979.0,56,1072512.0,13979,5472.0,3136.0,10944,1761984.0,3988009.0,4808.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1017,921,909276110,70,68.0,7500,Pave,0,IR1,Bnk,AllPub,Inside,Gtl,1Fam,2Story,6,7,1942,1950,Gable,CompShg,0,0.0,3,3,CBlock,3,3,1,4,547.0,1,0.0,224.0,771.0,GasA,2,1,4,753,741,0,1494,0.0,0.0,1,0,3,1,4,7,Typ,2,4,5,1942.0,1,1.0,213.0,3,3,P,0,0,0,0,224,0,0,0,0,0,11,2009,177500,8964,4482,5976,4482,4518,24,18,36,4626.0,1278.0,6.0,1151874.0,18,11652,11652.0,42,318222.0,11700,1494.0,213.0,10458,580563.0,3771364.0,3972.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1018,1780,528431030,20,76.0,10612,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,8,5,2006,2006,Gable,CompShg,3,248.0,4,3,PConc,4,3,2,6,28.0,1,0.0,1496.0,1524.0,GasA,4,1,4,1534,0,0,1534,0.0,0.0,2,0,3,1,4,7,Typ,1,4,5,2006.0,3,2.0,484.0,3,3,Y,168,46,0,0,0,0,0,0,0,0,1,2007,215000,12272,6136,6136,6136,12272,32,32,64,12192.0,3872.0,16.0,2337816.0,32,16048,16048.0,56,742456.0,16048,3068.0,968.0,10738,2337816.0,4024036.0,5076.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1019,746,903234220,50,51.0,6120,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1.5Fin,5,6,1938,1950,Gable,CompShg,0,0.0,3,3,BrkTil,3,2,1,2,273.0,1,0.0,679.0,952.0,GasA,3,1,3,994,588,0,1582,0.0,0.0,2,0,3,1,3,6,Typ,1,4,1,1938.0,1,1.0,250.0,2,3,Y,189,0,34,150,0,0,0,0,0,0,2,2009,150000,7910,4746,4746,4746,4970,15,15,25,4760.0,1250.0,5.0,1506064.0,15,9690,9690.0,30,395500.0,9750,1582.0,250.0,9492,946288.0,3755844.0,4366.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1020,254,906402200,60,90.0,12376,Pave,0,Reg,Lvl,AllPub,Corner,Gtl,1Fam,2Story,7,5,1990,1990,Hip,CompShg,0,0.0,3,3,PConc,4,3,2,6,1470.0,1,0.0,203.0,1673.0,GasA,4,1,4,1699,1523,0,3222,1.0,0.0,3,0,5,1,4,11,Typ,2,3,5,1990.0,1,3.0,594.0,3,3,Y,367,0,0,0,0,0,0,0,0,0,5,2010,320000,22554,9666,12888,12888,11893,28,21,49,11711.0,4158.0,21.0,5390406.0,28,13930,13930.0,77,1913868.0,13930,9666.0,1782.0,35442,2842427.0,3960100.0,8711.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1021,606,534400050,20,100.0,10004,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,6,6,1964,1964,Gable,CompShg,3,180.0,3,3,CBlock,3,3,1,3,196.0,4,345.0,975.0,1516.0,GasA,3,1,4,1516,0,0,1516,0.0,0.0,1,1,3,1,3,6,Typ,0,0,5,1964.0,2,2.0,472.0,3,3,Y,0,0,0,0,152,0,0,0,0,0,2,2009,167000,9096,4548,4548,4548,9096,18,18,36,9096.0,2832.0,12.0,2298256.0,18,11784,11784.0,36,715552.0,11784,3032.0,944.0,9096,2298256.0,3857296.0,5020.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1022,2703,904301410,30,55.0,8250,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,5,7,1935,1950,Gable,CompShg,0,0.0,3,3,Slab,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,3,0,4,1032,0,0,1032,0.0,0.0,1,0,2,1,3,6,Typ,1,3,1,1939.0,1,1.0,260.0,3,3,Y,0,0,121,0,0,0,0,0,0,0,6,2006,125000,5160,3096,3096,0,5160,15,15,25,0.0,1300.0,5.0,0.0,0,9675,9695.0,30,268320.0,9750,1032.0,260.0,6192,0.0,3751965.0,2324.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1023,1306,902207120,20,103.0,12205,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,3,1,1949,1992,Gable,CompShg,0,0.0,3,3,BrkTil,2,2,1,1,0.0,1,0.0,448.0,448.0,GasA,4,1,4,1588,0,0,1588,0.0,0.0,2,0,5,1,3,6,Maj2,0,0,0,1980.0,0,0.0,0.0,0,0,N,0,0,0,0,0,0,0,3,0,0,12,2008,65000,4764,4764,4764,3176,4764,9,9,9,1344.0,0.0,0.0,711424.0,6,5847,5940.0,18,0.0,5976,0.0,0.0,9528,711424.0,3859020.0,3624.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1024,2102,906380010,20,103.0,11175,Pave,0,IR1,Lvl,AllPub,Corner,Gtl,1Fam,1Story,7,5,2007,2007,Gable,CompShg,0,0.0,4,3,PConc,4,3,3,1,0.0,1,0.0,1316.0,1316.0,GasA,5,1,4,1316,0,0,1316,0.0,0.0,2,0,3,1,4,6,Typ,1,4,5,2007.0,3,2.0,440.0,3,3,Y,0,20,0,0,0,0,0,0,0,0,10,2007,200141,9212,5264,5264,5264,9212,28,28,49,9212.0,3080.0,14.0,1731856.0,28,14049,14049.0,42,579040.0,14049,2632.0,880.0,7896,1731856.0,4028049.0,4388.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1025,1784,528435010,20,85.0,9965,Pave,0,Reg,Lvl,AllPub,FR2,Gtl,1Fam,1Story,7,5,2007,2007,Gable,CompShg,0,0.0,4,3,PConc,4,3,1,1,0.0,1,0.0,1528.0,1528.0,GasA,5,1,4,1528,0,0,1528,0.0,0.0,3,2,3,1,4,6,Typ,1,3,5,2007.0,1,2.0,480.0,3,3,Y,0,228,0,0,0,0,0,0,0,0,9,2007,235876,10696,6112,6112,6112,10696,28,28,49,10696.0,3360.0,14.0,2334784.0,28,14049,14049.0,42,733440.0,14049,3056.0,960.0,9168,2334784.0,4028049.0,5064.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1026,941,910204050,70,50.0,8660,Pave,0,Reg,Bnk,AllPub,Inside,Gtl,1Fam,2Story,5,6,1900,1993,Gambrel,CompShg,0,0.0,3,3,BrkTil,3,3,1,1,0.0,1,0.0,760.0,760.0,GasA,5,0,4,928,928,312,2168,0.0,0.0,2,0,5,1,4,11,Typ,0,0,1,1998.0,1,2.0,576.0,3,3,Y,467,160,78,0,0,0,0,0,0,0,12,2009,123000,10840,6504,8672,6504,4640,20,15,25,3800.0,2880.0,10.0,1647680.0,15,9500,9990.0,55,1248768.0,9965,4336.0,1152.0,23848,705280.0,3796200.0,5360.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1027,2699,904100030,50,82.0,12375,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1.5Fin,5,5,1951,1951,Gable,CompShg,1,41.0,3,2,CBlock,3,3,1,4,329.0,1,0.0,477.0,806.0,GasA,3,1,4,1081,341,0,1422,1.0,0.0,1,0,3,1,3,7,Typ,1,3,1,1951.0,1,1.0,288.0,3,3,Y,0,0,0,0,0,0,0,2,0,0,6,2006,137500,7110,4266,4266,4266,5405,15,15,25,4030.0,1440.0,5.0,1146132.0,15,9755,9755.0,35,409536.0,9755,1422.0,288.0,9954,871286.0,3806401.0,3938.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
